日付,時刻,コード,会社名,表題（リンク_TDnet）,表題（リンク_ローカル）,キーワード,ヒットページ数,記述されているページ,分類,URL（生）
20260212,15:30,4259,G-エクサウィザーズ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212555935.pdf"", ""2026年3月期第3四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/4259_1530_G-エクサウィザーズ_2026年3月期第3四半期 決算説明資料.pdf"", ""2026年3月期第3四半期 決算説明資料"")",上方修正 大幅,3,8 15 21,説明資料,https://www.release.tdnet.info/inbs/140120260212555935.pdf
20260212,16:15,429A,テクセンド,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212557763.pdf"", ""2026年3月期第3四半期 決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260212/429A_1615_テクセンド_2026年3月期第3四半期 決算説明会資料.pdf"", ""2026年3月期第3四半期 決算説明会資料"")",大幅,3,10 12 18,その他,https://www.release.tdnet.info/inbs/140120260212557763.pdf
20260212,15:00,4437,G-GDH,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551419.pdf"", ""2026年3月期第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/4437_1500_G-GDH_2026年3月期第3四半期決算説明資料.pdf"", ""2026年3月期第3四半期決算説明資料"")",大幅,3,11 13 27,説明資料,https://www.release.tdnet.info/inbs/140120260209551419.pdf
20260212,16:00,4526,理研ビタミン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553338.pdf"", ""2026年3月期 第3四半期決算補足資料"")","=HYPERLINK(""pdf_tmp/20260212/4526_1600_理研ビタミン_2026年3月期 第3四半期決算補足資料.pdf"", ""2026年3月期 第3四半期決算補足資料"")",価格改定 大幅 下方修正,3,2 3 4,その他,https://www.release.tdnet.info/inbs/140120260210553338.pdf
20260212,15:31,4784,GMOインターネット,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212556218.pdf"", ""2025年12月期 通期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/4784_1531_GMOインターネット_2025年12月期 通期決算説明資料.pdf"", ""2025年12月期 通期決算説明資料"")",シェア拡大,3,36 37 58,説明資料,https://www.release.tdnet.info/inbs/140120260212556218.pdf
20260212,15:30,4819,デジタルガレージ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553557.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/4819_1530_デジタルガレージ_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",大幅 悪化,3,4 5 22,決算短信,https://www.release.tdnet.info/inbs/140120260210553557.pdf
20260212,15:30,4819,デジタルガレージ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553549.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/4819_1530_デジタルガレージ_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",大幅 トップシェア 需要が増,3,18 27 32,説明資料,https://www.release.tdnet.info/inbs/140120260210553549.pdf
20260212,15:30,5136,G-tripla,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553861.pdf"", ""第11回定時株主総会の質疑応答の要旨"")","=HYPERLINK(""pdf_tmp/20260212/5136_1530_G-tripla_第11回定時株主総会の質疑応答の要旨.pdf"", ""第11回定時株主総会の質疑応答の要旨"")",未達 価格改定,3,2 6 7,その他,https://www.release.tdnet.info/inbs/140120260210553861.pdf
20260212,15:30,5884,G-クラダシ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212556646.pdf"", ""2026年6月期 第2四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/5884_1530_G-クラダシ_2026年6月期 第2四半期 決算説明資料.pdf"", ""2026年6月期 第2四半期 決算説明資料"")",大幅,3,14 18 20,説明資料,https://www.release.tdnet.info/inbs/140120260212556646.pdf
20260212,16:00,5989,エイチワン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553528.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/5989_1600_エイチワン_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",大幅 価格交渉,3,4 13 14,決算短信,https://www.release.tdnet.info/inbs/140120260210553528.pdf
20260212,15:30,6027,弁護士ドットコム,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260211555095.pdf"", ""2026年3月期 第3四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/6027_1530_弁護士ドットコム_2026年3月期 第3四半期 決算説明資料.pdf"", ""2026年3月期 第3四半期 決算説明資料"")",値上 悪化,3,20 25 74,説明資料,https://www.release.tdnet.info/inbs/140120260211555095.pdf
20260212,13:30,6033,G-エクストリーム,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212556434.pdf"", ""2026年3月期 第3四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/6033_1330_G-エクストリーム_2026年3月期 第3四半期 決算説明資料.pdf"", ""2026年3月期 第3四半期 決算説明資料"")",計画を上,3,15 18 19,説明資料,https://www.release.tdnet.info/inbs/140120260212556434.pdf
20260212,15:30,6113,アマダ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553197.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/6113_1530_アマダ_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",需要回復 大幅,3,6 16 18,決算短信,https://www.release.tdnet.info/inbs/140120260210553197.pdf
20260212,15:30,6189,グローバルキッズC,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212557615.pdf"", ""2026年9月期第1四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/6189_1530_グローバルキッズC_2026年9月期第1四半期決算説明資料.pdf"", ""2026年9月期第1四半期決算説明資料"")",大幅,3,4 7 19,説明資料,https://www.release.tdnet.info/inbs/140120260212557615.pdf
20260212,15:00,6262,PEGASUS,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212556854.pdf"", ""2026年3月期 第80期第3四半期決算説明"")","=HYPERLINK(""pdf_tmp/20260212/6262_1500_PEGASUS_2026年3月期 第80期第3四半期決算説明.pdf"", ""2026年3月期 第80期第3四半期決算説明"")",下方修正 需要回復,3,3 10 14,その他,https://www.release.tdnet.info/inbs/140120260212556854.pdf
20260212,15:30,6287,サトー,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552868.pdf"", ""2026年3月期 第3四半期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/6287_1530_サトー_2026年3月期 第3四半期 決算説明資料.pdf"", ""2026年3月期 第3四半期 決算説明資料"")",計画を上 大幅 価格改定,3,4 15 41,説明資料,https://www.release.tdnet.info/inbs/140120260209552868.pdf
20260212,15:30,6294,オカダアイヨン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553995.pdf"", ""2026年3月期 第3四半期  決算短信補足資料"")","=HYPERLINK(""pdf_tmp/20260212/6294_1530_オカダアイヨン_2026年3月期 第3四半期 決算短信補足資料.pdf"", ""2026年3月期 第3四半期  決算短信補足資料"")",価格改定 値上 増産,3,3 8 12,決算短信,https://www.release.tdnet.info/inbs/140120260210553995.pdf
20260212,11:45,6330,洋エンジ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554289.pdf"", ""2026年3月期 第3四半期決算 (FY2025-3Q) 連結業績予想の修正に関する説明資料"")","=HYPERLINK(""pdf_tmp/20260212/6330_1145_洋エンジ_2026年3月期 第3四半期決算 (FY2025-3Q) 連結業績予想の修正に関する説明資料.pdf"", ""2026年3月期 第3四半期決算 (FY2025-3Q) 連結業績予想の修正に関する説明資料"")",悪化 下方修正 大幅,3,2 3 5,予想の修正,https://www.release.tdnet.info/inbs/140120260210554289.pdf
20260212,16:00,6383,ダイフク,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212556224.pdf"", ""長期ビジョン「Driving Innovative Impact 2030」および「2027年中期経営計画」アップデートのお知らせ"")","=HYPERLINK(""pdf_tmp/20260212/6383_1600_ダイフク_長期ビジョン「Driving Innovative Impact 2030」および「2027年中期経営計画」アップデートのお知らせ.pdf"", ""長期ビジョン「Driving Innovative Impact 2030」および「2027年中期経営計画」アップデートのお知らせ"")",上方修正 大幅,3,1 4 5,その他,https://www.release.tdnet.info/inbs/140120260212556224.pdf
20260212,15:30,6425,ユニバーサル,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212556603.pdf"", ""2025年12月期  決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/6425_1530_ユニバーサル_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期  決算短信〔日本基準〕(連結)"")",大幅 悪化 シェア拡大,3,2 4 7,決算短信,https://www.release.tdnet.info/inbs/140120260212556603.pdf
20260212,15:30,6523,PHCHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260203545877.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/6523_1530_PHCHD_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",大幅 下方修正,3,4 6 10,決算短信,https://www.release.tdnet.info/inbs/140120260203545877.pdf
20260212,16:30,6613,G-QDレーザ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205549388.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/6613_1630_G-QDレーザ_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",大幅 上方修正 増産,3,19 22 23,説明資料,https://www.release.tdnet.info/inbs/140120260205549388.pdf
20260212,16:00,6969,松尾電機,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260211555160.pdf"", ""第三者割当による新株式の発行に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260212/6969_1600_松尾電機_第三者割当による新株式の発行に関するお知らせ.pdf"", ""第三者割当による新株式の発行に関するお知らせ"")",増産,3,2 3 5,その他,https://www.release.tdnet.info/inbs/140120260211555160.pdf
20260212,15:30,7718,スター精密,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553428.pdf"", ""2025年12月期 決算資料"")","=HYPERLINK(""pdf_tmp/20260212/7718_1530_スター精密_2025年12月期 決算資料.pdf"", ""2025年12月期 決算資料"")",大幅,3,3 6 7,その他,https://www.release.tdnet.info/inbs/140120260210553428.pdf
20260212,08:30,7806,G-MTG,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210555009.pdf"", ""2026年9月期 第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/7806_0830_G-MTG_2026年9月期 第1四半期決算短信〔日本基準〕(連結).pdf"", ""2026年9月期 第1四半期決算短信〔日本基準〕(連結)"")",計画を上 大幅 需要が増,3,4 5 8,決算短信,https://www.release.tdnet.info/inbs/140120260210555009.pdf
20260212,15:30,7833,アイフィスジャパン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260128539745.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/7833_1530_アイフィスジャパン_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",需要の回復 大幅 悪化,3,5 6 7,決算短信,https://www.release.tdnet.info/inbs/140120260128539745.pdf
20260212,16:30,8051,山善,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553712.pdf"", ""[補足資料]企業価値向上に向けた事業提携及び資金調達について"")","=HYPERLINK(""pdf_tmp/20260212/8051_1630_山善_[補足資料]企業価値向上に向けた事業提携及び資金調達について.pdf"", ""[補足資料]企業価値向上に向けた事業提携及び資金調達について"")",未達 大幅,3,5 12 19,その他,https://www.release.tdnet.info/inbs/140120260210553712.pdf
20260212,15:30,8136,サンリオ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212556090.pdf"", ""2026年3月期第3四半期決算短信[日本基準](連結)"")","=HYPERLINK(""pdf_tmp/20260212/8136_1530_サンリオ_2026年3月期第3四半期決算短信[日本基準](連結).pdf"", ""2026年3月期第3四半期決算短信[日本基準](連結)"")",大幅 計画を上 上方修正,3,5 6 7,決算短信,https://www.release.tdnet.info/inbs/140120260212556090.pdf
20260212,15:30,8154,加賀電子,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212556037.pdf"", ""2026年3月期第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/8154_1530_加賀電子_2026年3月期第3四半期決算説明資料.pdf"", ""2026年3月期第3四半期決算説明資料"")",上方修正,3,3 21 22,説明資料,https://www.release.tdnet.info/inbs/140120260212556037.pdf
20260212,15:30,8698,マネックスG,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212556255.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/8698_1530_マネックスG_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",大幅,3,34 36 40,説明資料,https://www.release.tdnet.info/inbs/140120260212556255.pdf
20260212,15:30,9984,ソフトバンクグループ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260108530946.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/9984_1530_ソフトバンクグループ_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",悪化 大幅,3,22 23 63,決算短信,https://www.release.tdnet.info/inbs/140120260108530946.pdf
20260212,12:00,1435,robot home,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260211555115.pdf"", ""中期経営計画2028の策定に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260212/1435_1200_robot home_中期経営計画2028の策定に関するお知らせ.pdf"", ""中期経営計画2028の策定に関するお知らせ"")",想定以上 上方修正,2,1 2,その他,https://www.release.tdnet.info/inbs/140120260211555115.pdf
20260212,16:30,1449,FUJIジャパン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260204547562.pdf"", ""2025年12月期 決算短信〔日本基準〕(非連結)"")","=HYPERLINK(""pdf_tmp/20260212/1449_1630_FUJIジャパン_2025年12月期 決算短信〔日本基準〕(非連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(非連結)"")",大幅 価格転嫁,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260204547562.pdf
20260212,12:00,1812,鹿島,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551562.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/1812_1200_鹿島_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",大幅,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260209551562.pdf
20260212,16:00,2195,G-アミタHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205549053.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/2195_1600_G-アミタHD_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",計画を下 レアアース 価格交渉,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260205549053.pdf
20260212,14:00,2264,森永乳,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260211555188.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/2264_1400_森永乳_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",価格改定,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260211555188.pdf
20260212,16:00,2291,福留ハム,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554535.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/2291_1600_福留ハム_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",価格改定 想定以上 計画以,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260210554535.pdf
20260212,15:30,2385,G-総医研,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553486.pdf"", ""2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/2385_1530_G-総医研_2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(連結).pdf"", ""2026年6月期 第2四半期(中間期)決算短信〔日本基準〕(連結)"")",大幅 計画を上,2,5 6,決算短信,https://www.release.tdnet.info/inbs/140120260210553486.pdf
20260212,10:00,2488,JTP,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212555645.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/2488_1000_JTP_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",大幅,2,20 21,説明資料,https://www.release.tdnet.info/inbs/140120260212555645.pdf
20260212,16:00,2764,ひらまつ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552836.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/2764_1600_ひらまつ_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定 上方修正 需要の回復,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260209552836.pdf
20260212,16:00,2764,ひらまつ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554516.pdf"", ""2026年3月期 通期業績予想の修正(上方修正)に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260212/2764_1600_ひらまつ_2026年3月期 通期業績予想の修正(上方修正)に関するお知らせ.pdf"", ""2026年3月期 通期業績予想の修正(上方修正)に関するお知らせ"")",上方修正,2,1 2,予想の修正,https://www.release.tdnet.info/inbs/140120260210554516.pdf
20260212,15:30,2767,円谷フィールズHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212556767.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/2767_1530_円谷フィールズHD_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",大幅 増産,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260212556767.pdf
20260212,15:30,2820,やまみ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260211555164.pdf"", ""2026年6月期第2四半期累計期間業績概要"")","=HYPERLINK(""pdf_tmp/20260212/2820_1530_やまみ_2026年6月期第2四半期累計期間業績概要.pdf"", ""2026年6月期第2四半期累計期間業績概要"")",価格改定 上方修正 値上,2,1 2,その他,https://www.release.tdnet.info/inbs/140120260211555164.pdf
20260212,15:30,2820,やまみ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260211555161.pdf"", ""業績予想の修正(上方修正)および配当予想の修正(増配)に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260212/2820_1530_やまみ_業績予想の修正(上方修正)および配当予想の修正(増配)に関するお知らせ.pdf"", ""業績予想の修正(上方修正)および配当予想の修正(増配)に関するお知らせ"")",上方修正 計画を上,2,1 2,予想の修正,https://www.release.tdnet.info/inbs/140120260211555161.pdf
20260212,15:30,285A,キオクシアHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212556330.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/285A_1530_キオクシアHD_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",大幅 悪化,2,7 9,決算短信,https://www.release.tdnet.info/inbs/140120260212556330.pdf
20260212,15:30,2914,JT,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212555840.pdf"", ""2025年12月期 決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/2914_1530_JT_2025年12月期 決算短信〔IFRS〕(連結).pdf"", ""2025年12月期 決算短信〔IFRS〕(連結)"")",悪化,2,5 7,決算短信,https://www.release.tdnet.info/inbs/140120260212555840.pdf
20260212,15:30,291A,G-リスキル,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554618.pdf"", ""2026年3月期  第3四半期決算短信〔日本基準〕(非連結)"")","=HYPERLINK(""pdf_tmp/20260212/291A_1530_G-リスキル_2026年3月期 第3四半期決算短信〔日本基準〕(非連結).pdf"", ""2026年3月期  第3四半期決算短信〔日本基準〕(非連結)"")",上方修正,2,2 4,決算短信,https://www.release.tdnet.info/inbs/140120260210554618.pdf
20260212,16:00,2928,A-RIZAP G,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212555920.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/2928_1600_A-RIZAP G_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",大幅 需要の回復,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260212555920.pdf
20260212,16:30,2933,紀文食品,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260130543487.pdf"", ""2026年3月期通期業績予想の修正及び配当予想の修正(減配)に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260212/2933_1630_紀文食品_2026年3月期通期業績予想の修正及び配当予想の修正(減配)に関するお知らせ.pdf"", ""2026年3月期通期業績予想の修正及び配当予想の修正(減配)に関するお知らせ"")",価格改定 悪化,2,1 2,予想の修正,https://www.release.tdnet.info/inbs/140120260130543487.pdf
20260212,15:30,3092,ZOZO,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205549106.pdf"", ""2026年3月期第3四半期 決算短信〔日本基準〕(連結)(公認会計士等による期中レビューの完了)"")","=HYPERLINK(""pdf_tmp/20260212/3092_1530_ZOZO_2026年3月期第3四半期 決算短信〔日本基準〕(連結)(公認会計士等による期中レビューの完了).pdf"", ""2026年3月期第3四半期 決算短信〔日本基準〕(連結)(公認会計士等による期中レビューの完了)"")",計画を下 悪化 大幅,2,6 7,決算短信,https://www.release.tdnet.info/inbs/140120260205549106.pdf
20260212,15:30,3185,G-夢展望,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260208551128.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/3185_1530_G-夢展望_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",悪化 大幅,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260208551128.pdf
20260212,16:00,3276,JPMC,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212555916.pdf"", ""2025年12月期 決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260212/3276_1600_JPMC_2025年12月期 決算補足説明資料.pdf"", ""2025年12月期 決算補足説明資料"")",未達 大幅 値上,2,3 27,説明資料,https://www.release.tdnet.info/inbs/140120260212555916.pdf
20260212,16:00,330A,G-TalentX,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212557642.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/330A_1600_G-TalentX_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",大幅 シェア拡大,2,38 44,説明資料,https://www.release.tdnet.info/inbs/140120260212557642.pdf
20260212,15:30,341A,G-トヨコー,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260208551098.pdf"", ""2026年3月期3Q決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/341A_1530_G-トヨコー_2026年3月期3Q決算説明資料.pdf"", ""2026年3月期3Q決算説明資料"")",大幅 値上,2,10 27,説明資料,https://www.release.tdnet.info/inbs/140120260208551098.pdf
20260212,11:30,3561,力の源HD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554232.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/3561_1130_力の源HD_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",値上 悪化 価格改定,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260210554232.pdf
20260212,15:30,3624,G-アクセルM,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212557235.pdf"", ""2026年9月期 第1四半期決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260212/3624_1530_G-アクセルM_2026年9月期 第1四半期決算説明会資料.pdf"", ""2026年9月期 第1四半期決算説明会資料"")",大幅,2,11 13,その他,https://www.release.tdnet.info/inbs/140120260212557235.pdf
20260212,15:30,3673,ブロドリーフ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212556889.pdf"", ""2025年12月期決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260212/3673_1530_ブロドリーフ_2025年12月期決算説明会資料.pdf"", ""2025年12月期決算説明会資料"")",大幅,2,5 20,その他,https://www.release.tdnet.info/inbs/140120260212556889.pdf
20260212,15:30,3796,いい生活,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212555807.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/3796_1530_いい生活_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",上方修正 大幅,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260212555807.pdf
20260212,15:30,3901,マークラインズ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554099.pdf"", ""2025年12月期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260212/3901_1530_マークラインズ_2025年12月期決算短信〔日本基準〕(連結).pdf"", ""2025年12月期決算短信〔日本基準〕(連結)"")",大幅 悪化,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260210554099.pdf
20260212,15:30,3992,ニーズウェル,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260212555592.pdf"", ""2026年9月期第1四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260212/3992_1530_ニーズウェル_2026年9月期第1四半期決算説明資料.pdf"", ""2026年9月期第1四半期決算説明資料"")",シェア拡大,2,10 18,説明資料,https://www.release.tdnet.info/inbs/140120260212555592.pdf
20260212,15:30,4041,日曹達,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553760.pdf"", ""2026年3月期 第3四半期連結決算概要"")","=HYPERLINK(""pdf_tmp/20260212/4041_1530_日曹達_2026年3月期 第3四半期連結決算概要.pdf"", ""2026年3月期 第3四半期連結決算概要"")",増産,2,5 9,その他,https://www.release.tdnet.info/inbs/140120260210553760.pdf
